session_id,participant_id,timestamp,hand_number,hand_type,winner,user_chips_end,robot_chips_end,hand_duration_s,action_count,avg_reaction_time_ms,robot_mode
20260903_103209,MicheleGiliberti030926,2026-09-03T10:33:55.266000,1,establishment,user,1160,840,85.7,4,19846.0,real
20260903_103209,MicheleGiliberti030926,2026-09-03T10:36:36.093000,2,bluff,user,2000,0,130.7,9,12626.0,real
20260903_103209,MicheleGiliberti030926,2026-09-03T10:38:31.079000,3,bluff_2,user,1496,504,96.3,7,12703.0,real
